emp_length,state,homeownership,annual_income,debt_to_income,delinq_2y,months_since_last_delinq,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,combined_annual_income,combined_dti,months_since_last_delinq_never,months_since_90d_late_never,months_since_last_credit_inquiry_never,emp_length_missing,credit_history_years,target_delinquent
0.0,CA,RENT,30000.0,34.68,0,999.0,7,11,8,53144,41311,0,0,999.0,0,0,2,5,5.0,8,0,1,5000,8,6,3,0,100.0,0,0,debt_consolidation,individual,20975,36,30000.0,34.68,1,1,0,0,7,0
6.0,NY,RENT,13140.0,15.71,0,44.0,0,24,5,7000,4010,0,0,44.0,0,0,0,0,999.0,5,0,3,2500,5,4,4,0,66.7,0,0,small_business,individual,11775,36,13140.0,15.71,0,0,1,1,11,0
6.0,SC,MORTGAGE,21000.0,27.94,0,999.0,1,11,7,47331,27269,0,0,999.0,0,56,1,6,3.0,7,0,2,8000,9,6,5,0,100.0,0,0,debt_consolidation,individual,7500,36,21000.0,27.94,1,1,0,1,13,0
9.0,PA,MORTGAGE,79700.0,18.28,1,11.0,1,21,12,375269,52581,0,0,14.0,0,0,2,5,4.0,12,0,5,20200,12,8,8,4,76.2,0,0,debt_consolidation,individual,21000,60,79700.0,18.28,0,0,0,0,16,0
4.0,NC,RENT,56419.68,30.63,0,51.0,0,19,13,87570,63428,0,0,51.0,0,0,4,6,15.0,13,0,1,15100,11,7,2,0,94.4,0,0,debt_consolidation,individual,2500,36,56419.68,30.63,0,0,0,0,5,0
10.0,AL,MORTGAGE,160000.0,13.88,0,32.0,3,33,12,716404,41803,0,0,999.0,0,0,2,4,0.0,11,0,4,49100,16,7,5,8,97.0,0,0,debt_consolidation,individual,28000,60,160000.0,13.88,0,1,0,0,29,0
8.0,MI,RENT,34000.0,6.71,0,61.0,3,15,8,26500,30855,0,0,61.0,0,0,4,2,1.0,8,0,4,6500,4,4,4,0,71.4,0,0,debt_consolidation,individual,4000,36,34000.0,6.71,0,0,0,0,7,0
6.0,NC,OWN,63000.0,2.08,0,999.0,2,12,5,334500,5238,0,0,999.0,0,0,0,3,1.0,5,0,2,30500,9,4,2,3,100.0,0,0,home_improvement,individual,10000,36,63000.0,2.08,1,1,0,1,14,0
0.0,CA,RENT,20000.0,47.6,0,39.0,5,43,20,101084,114857,0,0,39.0,0,0,15,4,5.0,20,0,5,6800,9,5,5,0,97.7,0,0,debt_consolidation,joint,16000,60,80000.0,19.86,0,0,0,0,13,0
6.0,NC,MORTGAGE,27550.0,39.61,0,999.0,0,20,14,106566,48084,0,0,999.0,0,0,2,1,17.0,14,0,2,4100,15,11,9,3,100.0,0,0,debt_consolidation,individual,4800,36,27550.0,39.61,1,1,0,1,38,0
6.0,TX,OWN,17000.0,84.46,0,999.0,4,26,10,74653,50228,0,0,999.0,0,0,3,5,2.0,10,0,2,19800,12,7,5,0,100.0,0,0,debt_consolidation,joint,18000,36,98000.0,30.07,1,1,0,1,11,0
10.0,IL,MORTGAGE,38000.0,2.4,0,999.0,0,11,3,134000,2095,0,0,999.0,0,0,0,1,19.0,3,0,2,3000,7,2,2,1,100.0,0,0,medical,individual,12000,60,38000.0,2.4,1,1,0,0,10,0
6.0,AL,MORTGAGE,33852.0,6.1,0,999.0,2,8,6,90327,6864,0,0,999.0,0,0,0,4,4.0,6,0,4,9000,6,5,4,2,100.0,0,0,other,individual,10000,60,33852.0,6.1,1,1,0,1,14,0
1.0,NY,RENT,97000.0,13.04,0,999.0,1,18,12,70704,22057,0,0,999.0,0,0,2,4,12.0,12,0,4,42700,15,10,4,0,100.0,0,0,debt_consolidation,individual,18000,60,97000.0,13.04,1,1,0,0,9,0
10.0,OH,MORTGAGE,85441.0,24.28,0,33.0,7,30,18,276320,58827,0,0,999.0,0,0,4,8,0.0,18,0,4,18600,21,13,9,2,76.7,0,0,credit_card,individual,15000,36,85441.0,24.28,0,1,0,0,11,0
0.0,CA,RENT,75000.0,15.07,0,49.0,1,19,12,59890,43076,0,0,49.0,0,0,2,9,10.0,12,0,4,8200,11,10,10,0,76.5,0,0,credit_card,individual,6000,36,75000.0,15.07,0,0,0,0,7,0
5.0,TX,MORTGAGE,60000.0,18.1,0,999.0,6,40,12,185398,48753,0,0,999.0,0,0,2,13,0.0,12,0,3,47100,16,8,3,3,100.0,0,0,debt_consolidation,individual,16000,60,60000.0,18.1,1,1,0,0,8,0
10.0,FL,MORTGAGE,70000.0,8.52,0,999.0,3,19,10,130596,16337,0,0,999.0,0,4419,1,7,11.0,10,0,2,7200,10,8,6,3,100.0,0,0,debt_consolidation,individual,15000,36,70000.0,8.52,1,1,0,0,10,0
5.0,MI,OWN,60000.0,25.46,0,999.0,1,37,17,224410,33026,0,0,999.0,0,0,2,4,12.0,17,0,8,49800,26,13,10,5,100.0,0,0,credit_card,individual,25000,36,60000.0,25.46,1,1,0,0,13,0
4.0,AZ,MORTGAGE,106000.0,7.92,0,64.0,1,19,8,252143,21495,0,0,64.0,0,0,1,3,1.0,8,0,4,44700,10,6,4,7,89.5,0,0,credit_card,individual,22500,36,106000.0,7.92,0,0,0,0,20,0
2.0,MA,RENT,125000.0,16.21,0,999.0,2,22,13,85425,55427,0,0,999.0,0,0,3,6,5.0,13,0,5,31000,16,10,7,0,100.0,0,0,credit_card,individual,15000,36,125000.0,16.21,1,1,0,0,5,0
3.0,NH,RENT,30000.0,18.72,0,39.0,2,23,6,30258,16526,0,1,999.0,0,0,1,3,7.0,6,0,0,0,18,4,2,0,91.3,0,1,other,individual,1500,36,30000.0,18.72,0,1,0,0,46,0
10.0,MA,MORTGAGE,150000.0,19.48,0,999.0,0,33,22,375898,75282,0,0,999.0,0,0,1,0,999.0,22,0,8,53900,21,18,15,5,100.0,0,0,debt_consolidation,individual,33900,60,150000.0,19.48,1,1,1,0,19,0
10.0,TN,OWN,30000.0,29.64,0,26.0,0,17,9,60425,51095,0,0,26.0,0,0,1,4,999.0,9,0,2,10600,16,8,5,0,94.1,0,0,home_improvement,individual,10000,60,30000.0,29.64,0,0,1,0,16,0
3.0,UT,RENT,77000.0,15.71,0,56.0,1,23,8,69240,51052,0,2,56.0,0,0,1,4,5.0,8,0,4,23600,12,7,7,0,95.5,2,0,debt_consolidation,joint,16000,60,128840.0,20.44,0,0,0,0,16,0
2.0,PA,RENT,90000.0,23.03,0,64.0,2,24,14,112116,78401,0,0,999.0,0,0,5,5,4.0,14,0,5,34900,14,9,9,0,96.0,0,0,small_business,individual,25000,36,90000.0,23.03,0,1,0,0,25,0
2.0,IL,MORTGAGE,35000.0,2.91,0,54.0,2,11,10,164550,3602,0,0,54.0,0,0,0,9,5.0,10,0,2,31800,9,9,2,1,90.9,0,0,debt_consolidation,individual,10000,60,35000.0,2.91,0,0,0,0,8,0
8.0,VA,MORTGAGE,97000.0,8.41,3,13.0,2,21,6,266887,21187,0,0,13.0,0,0,1,2,1.0,6,0,0,0,11,4,0,4,81.0,0,0,debt_consolidation,individual,19000,36,97000.0,8.41,0,0,0,0,18,0
10.0,MA,MORTGAGE,90000.0,27.36,0,25.0,3,31,12,513762,101437,0,0,999.0,0,0,3,3,7.0,12,0,3,16400,13,6,5,5,96.8,0,0,debt_consolidation,individual,15000,60,90000.0,27.36,0,1,0,0,26,0
0.0,OH,MORTGAGE,112000.0,17.63,0,29.0,3,25,11,375114,41615,0,0,999.0,0,228,3,6,6.0,11,0,3,17300,11,7,6,1,92.0,0,0,debt_consolidation,individual,10400,36,112000.0,17.63,0,1,0,0,15,0
0.0,OR,MORTGAGE,167000.0,25.91,0,66.0,2,34,15,531007,254510,0,0,66.0,0,0,5,3,8.0,15,0,6,44000,15,9,8,4,93.9,0,0,credit_card,individual,35000,60,167000.0,25.91,0,0,0,0,20,0
10.0,CA,MORTGAGE,55000.0,9.56,0,999.0,2,28,11,314147,15973,0,0,999.0,0,0,1,5,5.0,11,0,2,72100,18,9,2,3,100.0,0,0,home_improvement,individual,11000,36,55000.0,9.56,1,1,0,0,11,0
6.0,GA,OWN,32688.0,1.84,0,999.0,29,9,2,3000,2014,0,0,999.0,0,0,0,3,2.0,2,0,1,2200,4,2,1,3,100.0,0,0,credit_card,individual,3025,36,32688.0,1.84,1,1,0,1,11,0
1.0,NV,MORTGAGE,80000.0,8.27,1,18.0,2,34,12,277672,22799,0,1,32.0,0,0,3,3,2.0,12,0,0,16600,15,8,1,1,83.3,0,1,debt_consolidation,individual,40000,36,80000.0,8.27,0,0,0,0,11,0
0.0,NY,OWN,110000.0,5.67,1,12.0,0,12,4,34818,24606,0,0,999.0,0,0,1,3,17.0,4,0,1,10500,8,3,1,0,91.7,0,0,home_improvement,individual,40000,60,110000.0,5.67,0,1,0,0,22,0
1.0,CA,MORTGAGE,60000.0,21.8,0,28.0,2,25,12,50515,23410,0,0,59.0,0,4463,6,2,12.0,12,0,4,6400,13,6,5,1,52.0,0,0,credit_card,individual,10000,60,60000.0,21.8,0,0,0,0,12,0
10.0,KY,MORTGAGE,65000.0,5.21,0,999.0,0,7,4,239800,44708,0,0,999.0,0,0,2,3,999.0,4,0,1,20000,2,1,1,1,100.0,0,0,medical,individual,30000,36,65000.0,5.21,1,1,1,0,6,0
10.0,MO,OWN,55000.0,26.23,3,8.0,2,21,10,228000,39760,0,0,999.0,0,0,0,3,5.0,10,0,4,46600,14,9,6,1,81.0,0,0,debt_consolidation,joint,24000,36,305000.0,13.71,0,1,0,0,23,0
4.0,VA,MORTGAGE,55000.0,41.83,0,999.0,1,50,23,382807,77981,0,0,999.0,0,0,4,3,8.0,23,0,5,31200,30,18,9,5,100.0,0,0,debt_consolidation,joint,40000,36,145000.0,28.82,1,1,0,0,14,0
0.0,FL,RENT,110000.0,11.27,0,54.0,1,29,11,106973,98891,0,0,55.0,0,2920,4,3,12.0,11,0,2,4900,11,6,4,0,88.9,0,0,credit_card,individual,10000,36,110000.0,11.27,0,0,0,0,12,0
4.0,MA,RENT,86000.0,14.4,0,30.0,4,42,9,54844,33271,0,0,30.0,0,0,2,8,4.0,9,0,5,18800,30,7,6,0,66.7,0,0,debt_consolidation,individual,35000,36,86000.0,14.4,0,0,0,0,17,0
2.0,MN,MORTGAGE,99000.0,15.35,0,999.0,0,30,16,465632,75260,0,0,999.0,0,0,10,0,999.0,16,0,2,25000,10,5,3,3,100.0,0,0,credit_card,joint,10000,36,164000.0,15.47,1,1,1,0,12,0
5.0,WI,RENT,40000.0,20.37,0,999.0,0,9,6,27708,16661,0,1,999.0,0,0,1,2,999.0,6,0,3,13700,6,4,4,0,100.0,0,1,credit_card,individual,30000,60,40000.0,20.37,1,1,1,0,10,0
0.0,TX,RENT,98000.0,15.59,0,999.0,1,33,15,168354,49268,0,0,999.0,0,0,2,6,0.0,15,0,1,77700,22,12,2,1,100.0,0,0,small_business,individual,18000,60,98000.0,15.59,1,1,0,0,9,0
2.0,MN,MORTGAGE,65000.0,26.18,0,999.0,2,27,11,361108,23794,0,1,999.0,0,0,2,4,7.0,11,0,3,15600,10,8,6,3,100.0,0,1,debt_consolidation,joint,20000,60,155000.0,22.23,1,1,0,0,17,0
6.0,NY,RENT,40000.0,2.31,1,19.0,0,13,5,15400,1917,0,0,999.0,0,214,0,1,20.0,5,0,2,13600,13,5,2,0,100.0,0,0,credit_card,individual,5400,36,40000.0,2.31,0,1,0,0,9,0
6.0,MD,OWN,25320.0,12.8,0,999.0,0,7,3,8021,4801,0,0,999.0,0,0,1,2,999.0,3,0,1,2500,2,2,2,0,100.0,0,0,medical,individual,8000,36,25320.0,12.8,1,1,1,1,8,0
1.0,KS,RENT,85000.0,17.13,0,71.0,1,11,7,58488,28471,0,0,999.0,0,493,2,3,7.0,7,0,2,10500,4,4,4,0,90.9,0,0,other,individual,12000,36,85000.0,17.13,0,1,0,0,8,0
4.0,IL,OWN,140000.0,7.17,0,999.0,0,27,16,235175,41198,0,1,999.0,0,0,3,5,13.0,16,0,3,127000,18,12,6,0,100.0,0,1,debt_consolidation,individual,40000,60,140000.0,7.17,1,1,0,0,20,0
2.0,MO,RENT,63000.0,12.76,0,71.0,0,18,12,93832,100097,0,1,71.0,0,0,3,3,999.0,12,0,4,26500,9,9,4,0,72.2,0,1,credit_card,individual,9000,36,63000.0,12.76,0,0,1,0,10,0
10.0,IL,MORTGAGE,520000.0,11.8,1,17.0,3,33,18,828178,192569,0,0,999.0,0,0,7,6,0.0,18,0,5,74100,16,8,7,2,84.8,0,0,debt_consolidation,individual,40000,60,520000.0,11.8,0,1,0,0,27,0
10.0,TX,MORTGAGE,125000.0,12.14,0,999.0,0,24,16,500837,40943,0,0,999.0,0,0,2,2,19.0,16,0,2,80800,14,12,8,4,100.0,0,0,debt_consolidation,individual,40000,36,125000.0,12.14,1,1,0,0,33,0
8.0,MO,OWN,30000.0,9.52,0,999.0,0,19,6,46161,2300,0,0,999.0,0,0,1,0,999.0,6,0,0,26500,15,5,0,1,100.0,0,0,house,individual,15000,36,30000.0,9.52,1,1,1,0,37,0
10.0,MS,MORTGAGE,80000.0,31.23,0,999.0,4,14,8,136046,124994,0,0,999.0,0,192,5,8,0.0,8,0,1,3800,3,3,1,0,100.0,0,0,car,joint,5000,36,89528.0,39.98,1,1,0,0,17,0
8.0,NE,OWN,106000.0,21.06,0,999.0,2,32,15,303400,65739,0,0,999.0,0,0,4,4,2.0,15,0,5,90300,20,10,6,2,100.0,0,0,credit_card,individual,12000,60,106000.0,21.06,1,1,0,0,11,0
2.0,CA,MORTGAGE,45000.0,34.99,0,999.0,3,11,6,205636,46364,0,0,999.0,0,0,2,4,1.0,6,0,2,5000,4,3,3,2,100.0,0,0,home_improvement,joint,14000,60,395000.0,5.89,1,1,0,0,9,0
3.0,TX,OWN,28000.0,19.33,0,999.0,1,66,13,32100,12810,0,0,999.0,0,247,0,3,4.0,13,0,3,20500,15,13,8,0,100.0,0,0,debt_consolidation,individual,10000,36,28000.0,19.33,1,1,0,0,10,0
1.0,TX,RENT,78500.0,4.75,2,11.0,3,8,4,46750,16712,0,0,11.0,0,150,2,0,0.0,4,0,2,23500,3,2,2,0,75.0,0,0,major_purchase,individual,7500,36,78500.0,4.75,0,0,0,0,7,0
1.0,GA,MORTGAGE,140000.0,9.99,0,999.0,3,36,23,135557,40852,0,0,999.0,0,126,1,4,0.0,23,0,9,100200,32,22,12,0,100.0,0,0,debt_consolidation,individual,20000,36,140000.0,9.99,1,1,0,0,14,0
2.0,NY,RENT,250000.0,0.12,0,999.0,3,11,1,7500,2629,0,0,999.0,0,0,0,4,0.0,1,0,1,7500,11,1,1,0,100.0,0,0,other,individual,30000,36,250000.0,0.12,1,1,0,0,11,0
8.0,KS,RENT,36420.0,11.57,0,999.0,4,28,21,71200,8216,0,0,999.0,0,0,0,9,7.0,21,0,5,47300,24,20,5,0,100.0,0,0,credit_card,individual,6000,36,36420.0,11.57,1,1,0,0,21,0
0.0,FL,RENT,59000.0,25.43,0,999.0,4,32,21,160612,83606,0,1,999.0,0,0,4,10,5.0,20,0,9,63424,25,16,8,0,100.0,0,1,debt_consolidation,individual,26000,36,59000.0,25.43,1,1,0,0,23,0
10.0,NY,RENT,36000.0,19.33,0,999.0,4,8,6,113207,104784,0,0,999.0,0,270,2,4,11.0,6,0,2,13400,4,4,4,0,100.0,0,0,debt_consolidation,individual,10800,60,36000.0,19.33,1,1,0,0,6,0
4.0,NJ,RENT,45000.0,7.01,0,999.0,2,10,8,23600,6493,0,0,999.0,0,0,1,5,4.0,8,0,3,16500,8,7,4,0,100.0,0,0,major_purchase,individual,5000,36,45000.0,7.01,1,1,0,0,11,0
7.0,CA,RENT,100000.0,8.68,0,999.0,4,8,5,128952,41033,0,0,999.0,0,0,2,1,6.0,5,0,3,87100,5,3,3,0,100.0,0,0,major_purchase,individual,40000,36,100000.0,8.68,1,1,0,0,6,0
3.0,CA,RENT,49000.0,15.6,0,999.0,1,10,9,51968,27101,0,0,999.0,0,0,3,3,8.0,9,0,2,17000,7,6,4,0,100.0,0,0,credit_card,individual,4000,36,49000.0,15.6,1,1,0,0,4,0
4.0,WI,MORTGAGE,35000.0,3.88,0,999.0,2,6,5,133800,2610,0,0,999.0,0,0,0,3,0.0,5,0,2,3700,4,4,3,1,100.0,0,0,debt_consolidation,individual,2750,36,35000.0,3.88,1,1,0,0,11,0
0.0,OK,MORTGAGE,43900.0,22.25,0,999.0,2,20,7,163019,32247,0,1,999.0,0,0,1,3,5.0,7,0,4,15500,11,5,4,2,100.0,0,1,credit_card,individual,10000,36,43900.0,22.25,1,1,0,0,11,0
10.0,CO,MORTGAGE,58250.0,15.64,0,28.0,2,15,9,341138,19404,0,0,31.0,0,0,3,9,6.0,9,0,1,3000,6,5,5,3,80.0,0,0,debt_consolidation,individual,10000,60,58250.0,15.64,0,0,0,0,11,0
0.0,TX,MORTGAGE,275000.0,14.66,0,999.0,4,42,23,603684,113274,0,0,999.0,0,0,5,9,6.0,23,0,2,178100,23,17,3,5,100.0,0,0,debt_consolidation,individual,19000,60,275000.0,14.66,1,1,0,0,24,0
0.0,OH,RENT,55000.0,20.16,0,999.0,2,44,16,72605,36070,0,1,999.0,0,0,2,8,2.0,16,0,1,18800,29,14,5,3,100.0,0,1,credit_card,individual,7000,36,55000.0,20.16,1,1,0,0,23,0
6.0,CT,RENT,9000.0,15.91,0,999.0,0,8,4,10400,3885,0,0,999.0,0,0,0,1,999.0,4,0,3,9600,8,4,3,0,100.0,0,0,debt_consolidation,joint,8000,36,39000.0,24.02,1,1,1,1,16,0
1.0,MA,MORTGAGE,62800.0,2.39,0,72.0,8,5,4,145191,887,0,0,72.0,0,0,1,4,4.0,4,0,1,300,2,2,2,1,80.0,0,0,house,individual,6025,36,62800.0,2.39,0,0,0,0,11,0
9.0,AR,MORTGAGE,38000.0,32.69,0,80.0,3,19,14,175779,38836,0,0,999.0,0,0,2,7,2.0,14,0,6,10700,13,11,9,1,95.0,0,0,debt_consolidation,individual,8000,36,38000.0,32.69,0,1,0,0,8,0
10.0,TX,OWN,150000.0,15.85,2,16.0,7,39,11,118560,65443,0,0,16.0,0,0,6,3,8.0,11,0,2,45000,12,5,2,1,89.7,0,0,home_improvement,individual,10000,36,150000.0,15.85,0,0,0,0,23,0
7.0,CT,RENT,92000.0,9.6,0,999.0,0,9,7,48500,26701,0,0,999.0,0,876,1,2,999.0,7,0,3,29700,6,5,4,0,100.0,0,0,debt_consolidation,individual,20000,36,92000.0,9.6,1,1,1,0,9,0
3.0,VA,RENT,42000.0,13.11,0,999.0,0,9,3,23982,14873,0,0,999.0,0,0,1,2,999.0,3,0,0,0,5,2,1,0,100.0,0,0,credit_card,individual,12000,36,42000.0,13.11,1,1,1,0,5,0
5.0,GA,MORTGAGE,76500.0,24.17,0,999.0,7,32,11,214501,58064,0,0,999.0,0,0,3,9,3.0,11,0,2,12500,8,7,5,1,100.0,0,0,credit_card,individual,8000,36,76500.0,24.17,1,1,0,0,8,0
9.0,CA,MORTGAGE,79000.0,14.2,0,999.0,6,13,4,222668,50624,0,0,999.0,0,0,1,5,4.0,4,0,1,6200,4,2,1,2,100.0,0,0,medical,individual,6000,36,79000.0,14.2,1,1,0,0,8,0
5.0,NY,MORTGAGE,38000.0,24.23,0,999.0,0,12,7,171265,27856,0,0,999.0,0,0,1,4,15.0,7,0,2,28200,6,5,3,1,100.0,0,0,credit_card,joint,31650,60,76000.0,28.89,1,1,0,0,13,0
10.0,AZ,MORTGAGE,74870.0,47.71,0,69.0,3,35,28,427355,123471,0,0,69.0,0,4562,5,18,9.0,28,0,13,41800,26,22,16,1,85.7,0,0,home_improvement,joint,10800,36,159270.0,24.57,0,0,0,0,11,0
2.0,CA,RENT,90000.0,24.84,0,50.0,5,35,19,105922,84120,0,0,50.0,0,3191,2,14,1.0,19,0,10,31700,20,17,12,0,97.1,0,0,debt_consolidation,individual,10000,36,90000.0,24.84,0,0,0,0,5,0
1.0,FL,RENT,64000.0,6.75,0,44.0,1,29,10,18588,7656,0,0,45.0,0,968,1,5,2.0,10,0,3,8000,20,9,7,1,69.0,0,0,debt_consolidation,individual,8500,36,64000.0,6.75,0,0,0,0,22,0
1.0,NY,RENT,15000.0,14.4,0,999.0,2,7,7,26700,12795,0,0,999.0,0,0,2,4,0.0,7,0,3,12200,5,5,4,0,100.0,0,0,credit_card,individual,6100,36,15000.0,14.4,1,1,0,0,1,0
3.0,NY,OWN,69000.0,37.67,0,999.0,1,30,12,118742,82600,0,0,999.0,0,0,8,9,2.0,12,0,2,18300,9,4,2,2,100.0,0,0,debt_consolidation,individual,6000,36,69000.0,37.67,1,1,0,0,15,0
0.0,GA,MORTGAGE,60000.0,22.46,0,98.0,1,38,10,200048,63426,0,1,98.0,0,0,4,5,1.0,10,0,2,15700,10,5,3,1,97.3,1,0,debt_consolidation,individual,20000,36,60000.0,22.46,0,0,0,0,15,0
0.0,FL,MORTGAGE,40000.0,20.49,2,16.0,1,23,7,279549,18996,0,0,999.0,0,0,1,1,1.0,7,0,1,2400,17,5,3,5,87.0,0,0,credit_card,joint,8000,36,140000.0,13.78,0,1,0,0,14,0
2.0,IL,RENT,41000.0,29.07,0,999.0,1,38,10,156268,39569,0,0,999.0,0,0,1,2,10.0,10,0,5,132700,22,9,5,0,100.0,0,0,credit_card,individual,26000,36,41000.0,29.07,1,1,0,0,10,0
7.0,IL,RENT,160000.0,9.95,0,39.0,6,25,12,86776,85159,0,0,39.0,0,0,9,2,6.0,12,0,3,9200,4,3,3,0,56.0,0,0,home_improvement,individual,10000,36,160000.0,9.95,0,0,0,0,10,0
6.0,NJ,RENT,50000.0,28.82,0,36.0,3,31,14,90398,62872,0,0,999.0,0,0,1,4,4.0,14,0,5,42200,26,13,5,0,93.5,0,0,credit_card,individual,15000,36,50000.0,28.82,0,1,0,0,12,0
6.0,AR,OWN,50000.0,15.05,0,999.0,0,30,17,72510,31357,0,0,999.0,0,0,1,2,21.0,17,0,9,58900,21,16,12,0,100.0,0,0,debt_consolidation,individual,25000,60,50000.0,15.05,1,1,0,1,6,0
5.0,FL,MORTGAGE,125000.0,7.46,0,31.0,3,24,8,227613,74309,0,0,999.0,0,1319,1,3,9.0,8,0,5,23300,17,6,6,1,95.5,0,0,debt_consolidation,individual,26000,60,125000.0,7.46,0,1,0,0,14,0
4.0,CA,RENT,15000.0,13.92,0,999.0,2,12,10,43247,35220,0,0,999.0,0,0,1,7,4.0,10,0,4,10800,11,9,6,0,100.0,0,0,credit_card,individual,4300,36,15000.0,13.92,1,1,0,0,4,0
9.0,NY,RENT,75000.0,20.14,0,999.0,0,32,15,103943,53471,0,0,999.0,0,0,3,6,17.0,15,0,3,28100,21,12,3,0,100.0,0,0,debt_consolidation,individual,20000,60,75000.0,20.14,1,1,0,0,11,0
0.0,PA,RENT,42000.0,4.71,0,27.0,1,11,8,18163,12678,0,0,27.0,0,371,4,1,0.0,8,0,0,700,7,4,0,0,90.9,0,0,car,individual,16000,60,42000.0,4.71,0,0,0,0,3,0
10.0,CA,RENT,65000.0,21.75,0,999.0,2,15,6,95730,48816,0,0,999.0,0,0,3,3,2.0,6,0,2,35000,4,3,3,0,100.0,0,0,debt_consolidation,individual,10800,36,65000.0,21.75,1,1,0,0,8,0
10.0,MN,MORTGAGE,63000.0,20.48,0,72.0,1,28,13,223823,81091,0,0,999.0,0,0,2,6,1.0,13,0,8,45000,17,10,9,3,96.4,0,0,debt_consolidation,individual,21000,60,63000.0,20.48,0,1,0,0,11,0
0.0,NY,RENT,30000.0,9.04,0,999.0,1,6,6,17200,10465,0,0,999.0,0,0,2,3,8.0,6,0,2,10200,4,4,3,0,100.0,0,0,other,individual,1600,36,30000.0,9.04,1,1,0,0,3,0
3.0,TX,RENT,40000.0,11.67,0,999.0,2,7,6,60495,38646,0,0,999.0,0,0,1,3,3.0,6,0,4,40500,5,5,4,0,100.0,0,0,debt_consolidation,individual,25200,36,40000.0,11.67,1,1,0,0,3,0
10.0,AZ,MORTGAGE,88000.0,32.28,0,60.0,1,33,11,418826,73294,0,0,60.0,0,0,3,6,7.0,11,0,4,38500,13,7,5,5,90.6,0,0,home_improvement,joint,18625,60,136000.0,24.13,0,0,0,0,13,0
2.0,TX,OWN,141000.0,14.09,0,999.0,0,24,13,156639,82714,0,0,999.0,0,0,1,3,22.0,13,0,6,83400,16,11,8,1,100.0,0,0,debt_consolidation,individual,32000,36,141000.0,14.09,1,1,0,0,16,0
10.0,MA,OWN,55523.24,25.94,0,999.0,0,13,6,63500,41797,0,0,999.0,0,0,0,0,999.0,6,0,2,54000,10,5,3,0,100.0,0,0,home_improvement,individual,10000,36,55523.24,25.94,1,1,1,0,41,0
2.0,WA,RENT,140000.0,8.7,0,999.0,2,27,5,61067,43602,0,1,999.0,0,0,1,3,5.0,5,0,3,18800,19,4,4,0,100.0,0,1,medical,individual,18000,36,140000.0,8.7,1,1,0,0,11,0
6.0,OH,MORTGAGE,40000.0,27.84,0,999.0,3,21,13,74750,27532,0,0,999.0,0,0,2,2,0.0,13,0,4,35700,16,11,5,1,95.2,0,0,home_improvement,individual,25000,60,40000.0,27.84,1,1,0,1,12,0
6.0,SC,MORTGAGE,75000.0,37.82,0,999.0,3,55,31,301373,79221,0,0,999.0,0,0,2,8,5.0,31,0,9,61700,49,28,14,2,100.0,0,0,debt_consolidation,individual,25000,36,75000.0,37.82,1,1,0,1,17,0
10.0,NC,RENT,42000.0,18.57,0,64.0,2,19,8,51567,36669,0,0,999.0,0,0,5,2,1.0,8,0,0,13200,5,3,0,0,89.5,0,0,debt_consolidation,individual,16000,36,42000.0,18.57,0,1,0,0,13,0
8.0,CO,RENT,45000.0,17.08,0,30.0,0,38,11,54900,25352,0,0,999.0,0,0,4,6,999.0,11,0,1,20800,18,7,2,0,83.8,0,0,credit_card,individual,1700,36,45000.0,17.08,0,1,1,0,21,0
9.0,NY,MORTGAGE,96400.0,16.92,0,999.0,1,43,22,447212,55872,0,0,999.0,0,0,4,4,3.0,22,0,3,45100,30,17,5,1,100.0,0,0,debt_consolidation,individual,15000,60,96400.0,16.92,1,1,0,0,11,0
0.0,CO,MORTGAGE,132000.0,11.64,0,999.0,5,15,9,536028,76603,0,0,999.0,0,0,2,6,3.0,9,0,4,33000,7,6,5,3,100.0,0,0,other,individual,24000,60,132000.0,11.64,1,1,0,0,6,0
4.0,CA,RENT,38000.0,28.14,0,999.0,2,33,17,53563,28980,0,0,999.0,0,0,13,1,9.0,17,0,1,11000,5,4,1,0,100.0,0,0,debt_consolidation,individual,14000,36,38000.0,28.14,1,1,0,0,10,0
10.0,CT,OWN,78000.0,31.98,0,999.0,1,31,14,149043,85553,0,1,999.0,0,0,5,7,3.0,14,0,3,21300,16,8,4,0,100.0,0,1,debt_consolidation,individual,35050,60,78000.0,31.98,1,1,0,0,18,0
2.0,CA,RENT,58000.0,17.06,0,999.0,0,27,13,128350,39296,0,0,999.0,0,0,1,4,23.0,13,0,6,103700,15,12,7,0,100.0,0,0,debt_consolidation,individual,30000,36,58000.0,17.06,1,1,0,0,16,0
5.0,CA,RENT,35000.0,31.34,0,999.0,0,16,11,64576,33243,0,0,999.0,0,0,2,8,17.0,11,0,4,19000,11,9,6,0,100.0,0,0,house,individual,10000,36,35000.0,31.34,1,1,0,0,13,0
