emp_length,state,homeownership,annual_income,debt_to_income,delinq_2y,months_since_last_delinq,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,combined_annual_income,combined_dti,months_since_last_delinq_never,months_since_90d_late_never,months_since_last_credit_inquiry_never,emp_length_missing,credit_history_years,loan_to_income,installment_to_income,credit_utilization_ratio,open_credit_ratio,cc_balance_ratio,open_cc_ratio,recent_account_ratio,accounts_per_credit_year,inquiries_per_credit_year,total_negative_marks,has_delinq_history,region,log_annual_income,log_loan_amount,target_delinquent
10.0,CA,MORTGAGE,40000.0,19.98,0,999.0,1,24,19,87000,27329,0,1,999.0,0,0,1,3,8.0,19,0,9,61300,20,18,10,0,100.0,0,1,debt_consolidation,individual,13000,60,40000.0,19.98,1,1,0,0,5,0.325,0.06499999999999999,0.3141264367816092,0.7916666666666666,0.5555555555555556,0.9,0.125,4.8,0.2,2,1,West,10.596659732783579,9.472781556562168,0
4.0,MO,MORTGAGE,42500.0,29.91,3,6.0,1,40,8,60950,68311,0,0,73.0,0,0,1,0,4.0,8,0,3,16800,12,7,5,5,80.0,0,0,debt_consolidation,joint,20000,60,164000.0,22.59,0,0,0,0,25,0.12195121951219512,0.024390243902439025,1.1207711238720262,0.2,0.7142857142857143,0.5833333333333334,0.0,1.6,0.04,3,1,Midwest,12.00762780434872,9.90353755128617,0
2.0,FL,RENT,30000.0,30.48,1,21.0,1,10,8,45421,21950,0,0,999.0,0,0,1,2,6.0,8,0,5,24300,9,7,6,0,90.0,0,0,debt_consolidation,joint,20000,36,60000.0,15.24,0,1,0,0,6,0.3333333333333333,0.1111111111111111,0.4832566434028313,0.8,0.8571428571428571,0.7777777777777778,0.2,1.6666666666666667,0.16666666666666666,1,1,South,11.002116507732017,9.90353755128617,0
2.0,CA,RENT,175000.0,11.63,0,999.0,1,24,19,217443,115849,0,0,999.0,0,0,2,4,2.0,19,0,6,109600,19,17,7,0,100.0,0,0,credit_card,individual,25000,36,175000.0,11.63,1,1,0,0,16,0.14285714285714285,0.047619047619047616,0.5327787052238978,0.7916666666666666,0.4117647058823529,0.8947368421052632,0.16666666666666666,1.5,0.0625,0,0,West,12.07254696717504,10.12667110305036,0
9.0,OH,MORTGAGE,82000.0,33.28,0,999.0,2,37,16,190384,62810,0,0,999.0,0,0,5,6,10.0,16,0,3,20000,21,10,5,2,100.0,0,0,debt_consolidation,individual,35000,60,82000.0,33.28,1,1,0,0,25,0.4268292682926829,0.08536585365853659,0.32991217749390706,0.43243243243243246,0.5,0.47619047619047616,0.16216216216216217,1.48,0.08,0,0,Midwest,11.314486721293981,10.463131911491967,0
10.0,OH,MORTGAGE,69996.0,17.66,0,999.0,5,10,7,55521,35908,0,1,999.0,0,0,2,2,5.0,7,0,3,8100,5,5,4,0,100.0,0,1,debt_consolidation,individual,6000,36,69996.0,17.66,1,1,0,0,26,0.08571918395336876,0.028573061317789587,0.6467462761837863,0.7,0.8,1.0,0.2,0.38461538461538464,0.19230769230769232,2,1,Midwest,11.156207662970246,8.699681400989514,0
0.0,MN,MORTGAGE,68700.0,46.83,0,999.0,6,32,15,401147,161518,0,0,999.0,0,0,3,10,1.0,15,0,1,34200,14,11,2,3,100.0,0,0,debt_consolidation,joint,23550,36,138700.0,24.27,1,1,0,0,15,0.16979091564527757,0.05659697188175919,0.40264042857107246,0.46875,0.18181818181818182,0.7857142857142857,0.3125,2.1333333333333333,0.4,0,0,Midwest,11.840075816082267,10.066923561388053,0
3.0,NY,OWN,45000.0,22.19,0,999.0,0,17,9,59394,37182,0,0,999.0,0,2025,2,3,999.0,9,0,3,17300,11,7,5,0,100.0,0,0,home_improvement,individual,20000,60,45000.0,22.19,1,1,1,0,10,0.4444444444444444,0.08888888888888888,0.6260228305889484,0.5294117647058824,0.7142857142857143,0.6363636363636364,0.17647058823529413,1.7,0.0,0,0,Northeast,10.714439990727769,9.90353755128617,0
5.0,NV,MORTGAGE,60000.0,28.16,0,999.0,1,30,21,113318,89647,0,1,999.0,0,0,15,5,10.0,21,0,3,16800,8,6,5,0,100.0,0,1,credit_card,individual,7600,36,60000.0,28.16,1,1,0,0,7,0.12666666666666668,0.042222222222222223,0.7911099737023244,0.7,0.8333333333333334,0.75,0.16666666666666666,4.285714285714286,0.14285714285714285,2,1,West,11.002116507732017,8.936035096566041,0
10.0,NY,MORTGAGE,125000.0,27.97,1,12.0,2,31,15,528979,179130,0,0,999.0,0,0,5,7,5.0,15,0,2,68500,16,6,4,3,96.8,0,0,credit_card,individual,40000,36,125000.0,27.97,0,1,0,0,15,0.32,0.10666666666666667,0.33863348072418753,0.4838709677419355,0.6666666666666666,0.375,0.22580645161290322,2.066666666666667,0.13333333333333333,1,1,Northeast,11.736077016252437,10.596659732783579,0
2.0,TX,MORTGAGE,315000.0,13.08,5,15.0,8,40,22,608034,140706,0,0,15.0,0,0,13,8,6.0,22,0,6,26500,10,7,6,3,83.8,0,0,debt_consolidation,individual,12000,60,315000.0,13.08,0,0,0,0,13,0.0380952380952381,0.007619047619047619,0.2314114013361095,0.55,0.8571428571428571,0.7,0.2,3.076923076923077,0.6153846153846154,5,1,South,12.660331092405906,9.392745258631441,0
7.0,FL,RENT,65000.0,15.29,0,999.0,4,18,17,102812,44001,0,0,999.0,0,0,1,6,1.0,17,0,7,68200,17,16,8,0,100.0,0,0,debt_consolidation,individual,15000,60,65000.0,15.29,1,1,0,0,9,0.23076923076923078,0.04615384615384615,0.42797533361864376,0.9444444444444444,0.5,0.9411764705882353,0.3333333333333333,2.0,0.4444444444444444,0,0,South,11.082157933374816,9.61587214452889,0
0.0,IL,MORTGAGE,100000.0,4.57,0,29.0,4,26,13,248400,8870,0,0,61.0,0,0,0,8,6.0,13,0,5,18200,17,12,9,5,80.8,0,0,major_purchase,individual,5000,36,100000.0,4.57,0,0,0,0,20,0.05,0.016666666666666666,0.0357085346215781,0.5,0.75,0.7058823529411765,0.3076923076923077,1.3,0.2,0,0,Midwest,11.51293546492023,8.517393171418904,0
5.0,GA,MORTGAGE,40000.0,37.8,0,999.0,4,20,11,298488,66656,0,0,999.0,0,0,4,6,5.0,11,0,1,3500,8,6,4,4,100.0,0,0,debt_consolidation,joint,10000,60,65000.0,26.6,1,1,0,0,9,0.15384615384615385,0.030769230769230767,0.22331215995282894,0.55,0.6666666666666666,0.75,0.3,2.2222222222222223,0.4444444444444444,0,0,South,11.082157933374816,9.210440366976517,0
1.0,NY,RENT,38000.0,29.44,0,999.0,3,32,24,82430,47214,0,1,999.0,0,0,9,14,2.0,24,0,2,20900,19,15,5,0,100.0,0,1,credit_card,individual,11500,36,38000.0,29.44,1,1,0,0,12,0.3026315789473684,0.10087719298245615,0.5727769016134903,0.75,0.3333333333333333,0.7894736842105263,0.4375,2.6666666666666665,0.25,2,1,Northeast,10.545367754151743,9.350189267092581,0
2.0,CA,RENT,100000.0,9.78,0,999.0,0,12,5,36295,24283,0,1,999.0,0,69,1,2,21.0,5,0,2,15400,10,4,4,1,100.0,0,1,debt_consolidation,individual,21000,36,100000.0,9.78,1,1,0,0,20,0.21,0.06999999999999999,0.6690453230472517,0.4166666666666667,1.0,0.4,0.16666666666666666,0.6,0.0,2,1,West,11.51293546492023,9.952325334619427,0
1.0,NM,RENT,30000.0,74.3,0,999.0,2,22,13,118287,61334,0,0,999.0,0,0,3,4,6.0,13,0,4,36200,16,10,7,0,100.0,0,0,debt_consolidation,joint,40000,60,160000.0,36.75,1,1,0,0,9,0.25,0.049999999999999996,0.5185185185185185,0.5909090909090909,0.7,0.625,0.18181818181818182,2.4444444444444446,0.2222222222222222,0,0,West,11.982935344196433,10.596659732783579,0
10.0,NY,MORTGAGE,170000.0,29.61,0,999.0,0,29,14,748662,475540,0,0,999.0,0,0,5,2,13.0,14,0,6,92500,10,7,7,1,100.0,0,0,debt_consolidation,individual,10000,36,170000.0,29.61,1,1,0,0,34,0.058823529411764705,0.0196078431372549,0.6351865060601446,0.4827586206896552,1.0,0.7,0.06896551724137931,0.8529411764705882,0.0,0,0,Northeast,12.04355959836804,9.210440366976517,0
4.0,CT,RENT,89206.0,5.8,0,999.0,1,8,7,66900,52038,0,0,999.0,0,0,2,4,5.0,7,0,2,6700,6,5,3,0,100.0,0,0,credit_card,individual,9000,36,89206.0,5.8,1,1,0,0,4,0.10089007465865525,0.03363002488621842,0.777847533632287,0.875,0.6,0.8333333333333334,0.5,2.0,0.25,0,0,Northeast,11.398714790825396,9.105090961257085,0
1.0,FL,RENT,50000.0,24.46,0,43.0,1,43,25,112304,83678,0,0,43.0,0,0,11,10,3.0,25,0,5,29400,20,14,8,0,86.0,0,0,credit_card,individual,24000,36,50000.0,24.46,0,0,0,0,16,0.48,0.15999999999999998,0.7451025787149167,0.5813953488372093,0.5714285714285714,0.7,0.23255813953488372,2.6875,0.0625,0,0,South,10.819798284210286,10.085850775128717,0
10.0,VA,MORTGAGE,155000.0,17.64,0,66.0,8,15,10,488625,70931,0,1,66.0,0,0,4,7,0.0,10,0,2,7900,7,5,3,3,92.9,0,1,debt_consolidation,individual,10000,36,155000.0,17.64,0,0,0,0,11,0.06451612903225806,0.021505376344086023,0.14516449219749297,0.6666666666666666,0.6,0.7142857142857143,0.4666666666666667,1.3636363636363635,0.7272727272727273,2,1,South,11.951186847493476,9.210440366976517,0
2.0,TX,MORTGAGE,55000.0,30.46,0,28.0,9,46,22,375884,111070,0,2,28.0,0,0,3,10,5.0,22,0,8,34300,25,17,12,1,97.7,1,1,debt_consolidation,individual,12000,36,55000.0,30.46,0,0,0,0,14,0.21818181818181817,0.07272727272727272,0.2954900980089602,0.4782608695652174,0.7058823529411765,0.68,0.21739130434782608,3.2857142857142856,0.6428571428571429,4,1,South,10.915106645867503,9.392745258631441,0
6.0,PA,MORTGAGE,30000.0,29.36,2,4.0,0,28,18,77668,12663,0,0,51.0,0,0,1,1,999.0,18,0,1,2300,24,16,9,1,82.1,0,0,credit_card,individual,12000,60,30000.0,29.36,0,0,1,1,47,0.4,0.08,0.16304011948292732,0.6428571428571429,0.5625,0.6666666666666666,0.03571428571428571,0.5957446808510638,0.0,2,1,Northeast,10.308985993422082,9.392745258631441,0
2.0,NC,MORTGAGE,58250.0,70.13,0,999.0,0,44,24,594089,86448,0,0,999.0,0,0,4,2,17.0,24,0,7,62500,32,19,13,4,100.0,0,0,debt_consolidation,joint,40000,60,173250.0,27.9,1,1,0,0,21,0.23088023088023088,0.046176046176046176,0.14551355099993435,0.5454545454545454,0.6842105263157895,0.59375,0.045454545454545456,2.0952380952380953,0.0,0,0,South,12.062496689041264,10.596659732783579,0
1.0,OR,RENT,28000.0,10.46,0,999.0,0,6,2,5300,5175,0,0,999.0,0,0,0,1,999.0,2,0,1,1200,6,2,2,0,100.0,0,0,debt_consolidation,joint,7000,36,54000.0,10.96,1,1,1,0,3,0.12962962962962962,0.04320987654320988,0.9764150943396226,0.3333333333333333,1.0,0.3333333333333333,0.16666666666666666,2.0,0.0,0,0,West,10.896757843893464,8.853808274977197,0
6.0,MD,OWN,130000.0,14.56,4,13.0,0,38,14,438603,49309,0,0,999.0,0,0,4,7,13.0,14,0,1,9300,16,9,6,1,86.8,0,0,debt_consolidation,individual,15500,36,130000.0,14.56,0,1,0,0,11,0.11923076923076924,0.03974358974358974,0.1124228516448816,0.3684210526315789,0.6666666666666666,0.5625,0.18421052631578946,3.4545454545454546,0.0,4,1,South,11.775297421715827,9.648659816955295,0
10.0,MD,MORTGAGE,75000.0,14.61,0,999.0,1,18,9,366358,41137,0,0,999.0,0,0,2,1,2.0,9,0,4,48300,13,6,5,2,100.0,0,0,other,joint,11100,60,140000.0,14.15,1,1,0,0,22,0.07928571428571428,0.015857142857142858,0.11228634286681334,0.5,0.8333333333333334,0.46153846153846156,0.05555555555555555,0.8181818181818182,0.045454545454545456,0,0,South,11.849404844423074,9.314790473332646,0
10.0,OH,MORTGAGE,62000.0,17.46,0,64.0,1,25,14,202768,38276,0,0,999.0,0,0,2,4,6.0,14,0,3,10600,17,11,8,2,92.0,0,0,debt_consolidation,joint,14000,60,94000.0,18.92,0,1,0,0,13,0.14893617021276595,0.029787234042553193,0.18876745837607511,0.56,0.7272727272727273,0.6470588235294118,0.16,1.9230769230769231,0.07692307692307693,0,0,Midwest,11.451060699493427,9.546884034617925,0
4.0,AR,MORTGAGE,71000.0,10.86,0,999.0,0,17,6,436402,26510,0,0,999.0,0,0,2,0,999.0,6,0,1,10400,7,3,1,6,100.0,0,0,debt_consolidation,joint,13000,36,165398.0,4.66,1,1,1,0,14,0.07859829018488736,0.02619943006162912,0.060746742682205854,0.35294117647058826,0.3333333333333333,0.42857142857142855,0.0,1.2142857142857142,0.0,0,0,South,12.016116015604236,9.472781556562168,0
10.0,FL,MORTGAGE,75000.0,20.19,0,27.0,2,20,14,379494,25098,0,0,999.0,0,0,0,9,4.0,14,0,8,20000,15,12,12,2,85.0,0,0,debt_consolidation,individual,15000,36,75000.0,20.19,0,1,0,0,17,0.2,0.06666666666666667,0.06613543297127228,0.7,1.0,0.8,0.45,1.1764705882352942,0.11764705882352941,0,0,South,11.225256725762893,9.61587214452889,0
6.0,FL,MORTGAGE,14364.0,4.85,1,19.0,1,19,7,89450,433,0,0,35.0,0,0,0,5,10.0,7,0,3,16700,9,6,3,2,84.2,0,0,major_purchase,individual,5150,36,14364.0,4.85,0,0,0,1,17,0.3585352269562796,0.11951174231875986,0.004840693124650643,0.3684210526315789,0.5,0.6666666666666666,0.2631578947368421,1.1176470588235294,0.058823529411764705,1,1,South,9.57254997141339,8.546946149565585,0
10.0,VA,MORTGAGE,158000.0,11.55,0,25.0,1,24,11,575107,69804,0,0,999.0,0,0,3,1,5.0,11,0,5,62000,12,7,7,1,95.8,0,0,debt_consolidation,individual,39000,60,158000.0,11.55,0,1,0,0,17,0.2468354430379747,0.049367088607594936,0.12137567443971296,0.4583333333333333,1.0,0.5833333333333334,0.041666666666666664,1.411764705882353,0.058823529411764705,0,0,South,11.970356641102999,10.571342565808699,0
10.0,IL,MORTGAGE,60000.0,35.78,0,999.0,0,20,9,276425,57887,0,0,999.0,0,0,3,1,999.0,9,0,3,40000,12,5,5,3,100.0,0,0,debt_consolidation,individual,4000,36,60000.0,35.78,1,1,1,0,25,0.06666666666666667,0.022222222222222223,0.20941304151216425,0.45,1.0,0.4166666666666667,0.05,0.8,0.0,0,0,Midwest,11.002116507732017,8.294299608857235,0
0.0,CA,RENT,85000.0,18.03,0,999.0,0,10,8,49018,28621,0,1,999.0,0,0,3,2,999.0,8,0,4,15700,5,5,4,0,100.0,0,1,debt_consolidation,individual,23000,36,85000.0,18.03,1,1,1,0,5,0.27058823529411763,0.09019607843137256,0.5838875515116896,0.8,0.8,1.0,0.2,2.0,0.0,2,1,West,11.350418300109132,10.043292972227004,0
3.0,GA,MORTGAGE,42000.0,45.51,0,41.0,2,15,10,391045,96837,0,0,999.0,0,1608,2,6,8.0,10,0,3,41200,11,7,3,1,86.7,0,0,home_improvement,joint,30000,60,162000.0,17.13,0,1,0,0,11,0.18518518518518517,0.037037037037037035,0.24763646127683514,0.6666666666666666,0.42857142857142855,0.6363636363636364,0.4,1.3636363636363635,0.18181818181818182,0,0,South,11.995357787034976,10.308985993422082,0
10.0,OH,MORTGAGE,45000.0,21.23,0,47.0,1,34,15,207236,24632,0,0,999.0,0,0,1,8,10.0,15,0,7,43300,23,12,9,5,94.1,0,0,credit_card,individual,16000,60,45000.0,21.23,0,1,0,0,23,0.35555555555555557,0.07111111111111111,0.11885965758844988,0.4411764705882353,0.75,0.5217391304347826,0.23529411764705882,1.4782608695652173,0.043478260869565216,0,0,Midwest,10.714439990727769,9.680406499268875,0
6.0,GA,OWN,9600.0,3.38,1,18.0,0,10,5,11500,107,0,0,999.0,0,0,0,0,999.0,5,0,1,11500,10,5,1,0,70.0,0,0,debt_consolidation,joint,8425,36,26400.0,37.27,0,1,1,1,29,0.3191287878787879,0.10637626262626262,0.009304347826086957,0.5,0.2,0.5,0.0,0.3448275862068966,0.0,1,1,South,10.181157167204903,9.039077442538963,0
3.0,NJ,OWN,45000.0,32.67,0,999.0,1,31,11,67211,22326,0,1,999.0,0,856,3,5,11.0,11,0,4,27200,24,8,4,0,100.0,0,1,debt_consolidation,individual,15000,36,45000.0,32.67,1,1,0,0,28,0.3333333333333333,0.11111111111111112,0.33217776852003394,0.3548387096774194,0.5,0.3333333333333333,0.16129032258064516,1.1071428571428572,0.03571428571428571,2,1,Northeast,10.714439990727769,9.61587214452889,0
7.0,WY,MORTGAGE,89000.0,24.69,0,999.0,3,40,23,431110,196762,0,1,999.0,0,0,13,4,10.0,23,0,5,25500,8,8,7,1,100.0,1,0,debt_consolidation,joint,20000,36,161000.0,23.59,1,1,0,0,15,0.12422360248447205,0.041407867494824016,0.4564078773398901,0.575,0.875,1.0,0.1,2.6666666666666665,0.2,2,1,West,11.989165855127435,9.90353755128617,0
10.0,TX,MORTGAGE,58000.0,29.84,0,999.0,0,38,23,271058,57138,0,0,999.0,0,0,2,3,15.0,23,0,11,70900,28,20,14,1,100.0,0,0,credit_card,individual,9800,36,58000.0,29.84,1,1,0,0,14,0.16896551724137931,0.056321839080459776,0.210796213356551,0.6052631578947368,0.7,0.7142857142857143,0.07894736842105263,2.7142857142857144,0.0,0,0,South,10.968215530759236,9.19023970026918,0
3.0,NC,MORTGAGE,65000.0,8.07,0,999.0,2,6,4,88878,18026,0,0,999.0,0,0,2,1,7.0,4,0,0,0,2,1,1,1,100.0,0,0,home_improvement,individual,30000,60,65000.0,8.07,1,1,0,0,12,0.46153846153846156,0.0923076923076923,0.20281734512477778,0.6666666666666666,1.0,0.5,0.16666666666666666,0.5,0.16666666666666666,0,0,South,11.082157933374816,10.308985993422082,1
2.0,IL,MORTGAGE,15000.0,135.28,0,999.0,1,20,9,224518,108203,0,0,999.0,0,0,4,4,11.0,9,0,1,2600,7,4,2,2,100.0,0,0,debt_consolidation,joint,8000,36,97000.0,20.98,1,1,0,0,11,0.08247422680412371,0.027491408934707907,0.4819346333033432,0.45,0.5,0.5714285714285714,0.2,1.8181818181818181,0.09090909090909091,0,0,Midwest,11.48247656671073,8.987321812850125,0
5.0,MD,MORTGAGE,57564.0,31.75,0,36.0,4,49,19,385846,150083,0,0,55.0,0,0,9,4,4.0,19,0,4,24100,10,8,8,1,97.8,0,0,credit_card,individual,11500,60,57564.0,31.75,0,0,0,0,10,0.19977763880202903,0.039955527760405805,0.3889712475961912,0.3877551020408163,1.0,0.8,0.08163265306122448,4.9,0.4,0,0,South,10.960670023107765,9.350189267092581,0
2.0,NY,RENT,8500.0,8.51,0,999.0,1,15,14,16300,2030,0,0,999.0,0,0,0,12,10.0,14,0,3,12400,15,14,3,0,100.0,0,0,other,joint,7000,36,26800.0,14.53,1,1,0,0,5,0.26119402985074625,0.08706467661691543,0.1245398773006135,0.9333333333333333,0.21428571428571427,0.9333333333333333,0.8,3.0,0.2,0,0,Northeast,10.196194479235656,8.853808274977197,0
10.0,OH,MORTGAGE,51252.0,25.66,0,57.0,8,21,6,202342,33666,0,0,57.0,0,0,3,4,6.0,6,0,2,11900,9,2,2,3,90.5,0,0,debt_consolidation,joint,16500,60,96252.0,23.74,0,0,0,0,14,0.17142500935045504,0.03428500187009101,0.16638167063684256,0.2857142857142857,1.0,0.2222222222222222,0.19047619047619047,1.5,0.5714285714285714,0,0,Midwest,11.474735420495461,9.711176264112805,0
0.0,OR,RENT,60000.0,12.68,0,999.0,2,12,5,49621,26460,0,0,999.0,0,0,2,3,2.0,5,0,1,29300,4,3,1,1,100.0,0,0,debt_consolidation,individual,10000,36,60000.0,12.68,1,1,0,0,6,0.16666666666666666,0.05555555555555555,0.5332419741641644,0.4166666666666667,0.3333333333333333,0.75,0.25,2.0,0.3333333333333333,0,0,West,11.002116507732017,9.210440366976517,0
10.0,CA,MORTGAGE,160000.0,14.97,0,77.0,0,25,7,581604,53504,0,1,77.0,0,0,3,7,16.0,7,0,3,13300,5,3,3,6,95.8,0,1,debt_consolidation,individual,38500,60,160000.0,14.97,0,0,0,0,22,0.240625,0.048124999999999994,0.09199386524164208,0.28,1.0,0.6,0.28,1.1363636363636365,0.0,2,1,West,11.982935344196433,10.55843949396453,0
10.0,KS,MORTGAGE,75000.0,0.48,0,999.0,2,8,2,115225,1086,0,0,999.0,0,0,0,0,5.0,2,0,1,8200,6,1,1,1,100.0,0,0,other,joint,6000,36,91000.0,10.71,1,1,0,0,12,0.06593406593406594,0.021978021978021976,0.009425037969190714,0.25,1.0,0.16666666666666666,0.0,0.6666666666666666,0.16666666666666666,0,0,Midwest,11.418625774449598,8.699681400989514,0
2.0,FL,MORTGAGE,58000.0,18.75,0,999.0,11,18,9,212250,28936,0,1,999.0,0,6595,3,3,1.0,9,0,2,10300,6,5,4,1,100.0,0,1,debt_consolidation,joint,6000,36,60300.0,27.42,1,1,0,0,11,0.09950248756218906,0.03316749585406301,0.13632979976442874,0.5,0.8,0.8333333333333334,0.16666666666666666,1.6363636363636365,1.0,2,1,South,11.007103966325696,8.699681400989514,0
10.0,NY,RENT,210000.0,4.46,0,999.0,0,26,8,1240500,53341,0,0,999.0,0,0,0,7,13.0,8,0,5,154500,23,7,5,1,100.0,0,0,credit_card,individual,40000,60,210000.0,4.46,1,1,0,0,11,0.19047619047619047,0.03809523809523809,0.042999596936719064,0.3076923076923077,0.7142857142857143,0.30434782608695654,0.2692307692307692,2.3636363636363638,0.0,0,0,Northeast,12.25486757159303,10.596659732783579,0
10.0,OH,MORTGAGE,52000.0,22.2,0,999.0,3,30,13,210800,53512,0,1,999.0,0,0,1,7,4.0,13,0,2,17700,20,11,5,1,100.0,0,1,credit_card,individual,14000,36,52000.0,22.2,1,1,0,0,11,0.2692307692307692,0.08974358974358976,0.25385199240986717,0.43333333333333335,0.45454545454545453,0.55,0.23333333333333334,2.727272727272727,0.2727272727272727,2,1,Midwest,10.859018228147887,9.546884034617925,0
10.0,VA,MORTGAGE,125000.0,19.08,0,60.0,1,20,10,287080,81670,0,0,999.0,0,0,4,6,10.0,10,0,5,32400,9,5,5,2,95.0,0,0,other,joint,32000,60,185000.0,18.73,0,1,0,0,31,0.17297297297297298,0.034594594594594595,0.284485160930751,0.5,1.0,0.5555555555555556,0.3,0.6451612903225806,0.03225806451612903,0,0,South,12.128116509451258,10.373522431293592,0
10.0,VA,MORTGAGE,67000.0,15.19,0,999.0,2,25,23,250788,14282,0,1,999.0,0,0,2,6,6.0,23,0,5,21900,20,19,9,2,100.0,0,1,home_improvement,individual,7000,36,67000.0,15.19,1,1,0,0,9,0.1044776119402985,0.03482587064676617,0.056948498333253585,0.92,0.47368421052631576,0.95,0.24,2.7777777777777777,0.2222222222222222,2,1,South,11.112462823634855,8.853808274977197,0
0.0,OK,OWN,26000.0,11.31,0,999.0,1,6,6,57095,46299,0,0,999.0,0,0,0,3,3.0,6,0,2,17800,5,5,2,0,100.0,0,0,debt_consolidation,individual,6000,36,26000.0,11.31,1,1,0,0,18,0.23076923076923078,0.07692307692307693,0.8109116384972415,1.0,0.4,1.0,0.5,0.3333333333333333,0.05555555555555555,0,0,South,10.165890277802454,8.699681400989514,0
10.0,PA,MORTGAGE,60000.0,16.61,0,26.0,1,27,9,222423,38524,0,0,26.0,0,0,1,3,6.0,9,0,2,12500,16,6,3,2,55.6,0,0,house,individual,9600,36,60000.0,16.61,0,0,0,0,29,0.16,0.05333333333333334,0.1732015124335163,0.3333333333333333,0.5,0.375,0.1111111111111111,0.9310344827586207,0.034482758620689655,0,0,Northeast,11.002116507732017,9.169622538697624,0
5.0,AZ,MORTGAGE,48000.0,17.18,0,999.0,2,17,8,266642,136546,0,0,999.0,0,442,2,2,1.0,8,0,1,8600,5,5,2,1,100.0,0,0,debt_consolidation,individual,20000,60,48000.0,17.18,1,1,0,0,8,0.4166666666666667,0.08333333333333333,0.5120948687753617,0.47058823529411764,0.4,1.0,0.11764705882352941,2.125,0.25,0,0,West,10.778977123006351,9.90353755128617,0
4.0,VT,MORTGAGE,64000.0,18.45,0,64.0,0,13,5,60377,32785,0,0,999.0,0,0,2,1,18.0,5,0,3,27300,6,3,3,0,92.3,0,0,debt_consolidation,individual,31000,36,64000.0,18.45,0,1,0,0,20,0.484375,0.16145833333333334,0.5430047865909203,0.38461538461538464,1.0,0.5,0.07692307692307693,0.65,0.0,0,0,Northeast,11.06665398721974,10.34177474101152,0
10.0,FL,MORTGAGE,135865.0,17.18,0,999.0,2,30,18,355728,56498,0,0,999.0,0,0,3,5,8.0,18,0,5,67300,19,14,7,3,100.0,0,0,home_improvement,individual,6500,36,135865.0,17.18,1,1,0,0,18,0.047841607478011264,0.01594720249267042,0.15882359555615527,0.6,0.5,0.7368421052631579,0.16666666666666666,1.6666666666666667,0.1111111111111111,0,0,South,11.819424384879214,8.77971129020447,0
4.0,CA,RENT,120000.0,13.4,0,999.0,2,12,8,89016,49643,0,1,999.0,0,1180,1,4,5.0,8,0,2,26400,9,7,3,0,100.0,0,1,debt_consolidation,individual,10000,36,120000.0,13.4,1,1,0,0,7,0.08333333333333333,0.027777777777777776,0.5576862586501303,0.6666666666666666,0.42857142857142855,0.7777777777777778,0.3333333333333333,1.7142857142857142,0.2857142857142857,2,1,West,11.695255355062795,9.210440366976517,0
6.0,MN,OWN,39000.0,0.77,0,999.0,0,10,4,90000,589,0,0,999.0,0,0,0,0,999.0,4,0,1,68000,6,4,1,1,100.0,0,0,medical,joint,30000,36,94000.0,0.32,1,1,1,1,33,0.3191489361702128,0.10638297872340427,0.006544444444444445,0.4,0.25,0.6666666666666666,0.0,0.30303030303030304,0.0,0,0,Midwest,11.451060699493427,10.308985993422082,0
3.0,CA,OWN,30000.0,23.04,0,26.0,1,15,10,39350,21553,0,0,999.0,0,0,5,2,4.0,10,0,2,20100,6,5,2,0,92.9,0,0,credit_card,individual,16800,60,30000.0,23.04,0,1,0,0,8,0.56,0.112,0.547725540025413,0.6666666666666666,0.4,0.8333333333333334,0.13333333333333333,1.875,0.125,0,0,West,10.308985993422082,9.729193687429403,0
6.0,MT,MORTGAGE,120000.0,23.85,0,999.0,4,23,8,479935,103929,0,0,999.0,0,0,3,3,5.0,8,0,3,45000,6,3,3,3,100.0,0,0,car,individual,10000,60,120000.0,23.85,1,1,0,1,13,0.08333333333333333,0.016666666666666666,0.21654807421838373,0.34782608695652173,1.0,0.5,0.13043478260869565,1.7692307692307692,0.3076923076923077,0,0,West,11.695255355062795,9.210440366976517,0
0.0,NY,RENT,200000.0,7.15,0,999.0,1,15,11,70500,20183,0,0,999.0,0,0,1,4,12.0,11,0,3,50600,12,10,5,0,100.0,0,0,credit_card,individual,10000,36,200000.0,7.15,1,1,0,0,5,0.05,0.016666666666666666,0.2862836879432624,0.7333333333333333,0.5,0.8333333333333334,0.26666666666666666,3.0,0.2,0,0,Northeast,12.206077645517674,9.210440366976517,0
2.0,CA,RENT,200000.0,2.31,0,999.0,0,3,3,13100,8829,0,0,999.0,0,0,1,0,999.0,3,0,2,5500,2,2,2,0,100.0,0,0,other,individual,20000,36,200000.0,2.31,1,1,1,0,10,0.1,0.03333333333333333,0.673969465648855,1.0,1.0,1.0,0.0,0.3,0.0,0,0,West,12.206077645517674,9.90353755128617,0
